user_id,signup_date,age_group,country,gender,acquisition_channel
3740,2025-07-30,25-34,UK,Female,Social Media
3741,2025-08-20,35-44,Canada,Male,Social Media
3742,2026-03-30,18-24,UK,Female,Social Media
3743,2026-05-07,25-34,India,Female,Organic Search
3744,2026-06-09,35-44,Canada,Female,Referral
3745,2025-12-30,35-44,Australia,Female,Organic Search
3746,2025-09-04,35-44,Canada,Male,Referral
3747,2026-02-09,35-44,India,Female,Paid Ads
3748,2026-04-11,18-24,USA,Male,Social Media
3749,2026-07-20,18-24,USA,Male,Social Media
3750,2026-05-07,35-44,USA,Male,Organic Search
3751,2026-03-21,25-34,Australia,Male,Social Media
3752,2026-07-06,18-24,USA,Female,Social Media
3753,2026-04-27,35-44,India,Female,Social Media
3754,2025-09-22,18-24,Canada,Male,Organic Search
3755,2026-01-12,18-24,India,Female,Paid Ads
3756,2025-11-26,35-44,USA,Male,Organic Search
3757,2025-08-29,35-44,UK,Male,Referral
3758,2025-08-16,25-34,India,Female,Organic Search
3759,2026-05-14,25-34,USA,Male,Social Media
3760,2026-02-17,35-44,India,Female,Referral
3761,2026-02-23,18-24,Canada,Female,Referral
3762,2025-10-19,35-44,India,Male,Paid Ads
3763,2025-10-30,18-24,Canada,Female,Organic Search
3764,2025-12-17,18-24,USA,Female,Referral
3765,2026-03-15,18-24,Canada,Female,Referral
3766,2026-01-02,18-24,UK,Male,Social Media
3767,2025-08-03,25-34,USA,Female,Organic Search
3768,2026-03-31,45+,India,Non-binary,Organic Search
3769,2026-02-08,18-24,India,Male,Social Media
3770,2026-03-19,35-44,Canada,Male,Paid Ads
3771,2026-03-11,25-34,India,Female,Organic Search
3772,2026-04-30,25-34,India,Female,Organic Search
3773,2026-02-27,25-34,India,Female,Organic Search
3774,2026-04-10,25-34,India,Male,Organic Search
3775,2025-08-23,25-34,India,Male,Organic Search
3776,2026-07-02,25-34,India,Male,Organic Search
3777,2025-09-04,25-34,India,Male,Social Media
3778,2026-05-12,35-44,USA,Female,Organic Search
3779,2025-11-15,25-34,India,Female,Referral
3780,2025-08-28,35-44,Australia,Female,Paid Ads
3781,2026-05-04,25-34,Australia,Male,Referral
3782,2026-01-04,18-24,Australia,Female,Organic Search
3783,2025-12-19,45+,India,Male,Organic Search
3784,2026-03-26,18-24,Australia,Male,Paid Ads
3785,2026-01-17,18-24,Australia,Male,Social Media
3786,2026-02-08,35-44,India,Male,Paid Ads
3787,2025-09-15,35-44,USA,Male,Organic Search
3788,2025-12-18,25-34,India,Male,Referral
3789,2026-05-15,45+,India,Male,Social Media
3790,2026-02-12,45+,India,Male,Social Media
3791,2026-07-14,35-44,India,Male,Social Media
3792,2025-09-18,25-34,India,Female,Organic Search
3793,2026-04-01,35-44,India,Male,Referral
3794,2026-06-27,25-34,India,Male,Social Media
3795,2026-05-14,25-34,Canada,Male,Social Media
3796,2026-04-20,35-44,Australia,Female,Social Media
3797,2025-12-11,25-34,Australia,Male,Referral
3798,2026-07-10,25-34,Canada,Female,Social Media
3799,2026-02-15,35-44,India,Male,Social Media
3800,2026-02-16,45+,India,Female,Referral
3801,2025-09-11,25-34,UK,Female,Organic Search
3802,2025-07-29,25-34,Canada,Female,Social Media
3803,2026-03-03,35-44,Canada,Male,Social Media
3804,2026-02-09,18-24,India,Male,Referral
3805,2026-07-09,45+,India,Female,Social Media
3806,2025-11-16,25-34,India,Female,Paid Ads
3807,2026-04-27,25-34,UK,Male,Paid Ads
3808,2026-06-23,18-24,India,Female,Organic Search
3809,2025-11-30,35-44,India,Male,Social Media
3810,2025-12-26,18-24,Canada,Male,Social Media
3811,2026-03-21,18-24,India,Prefer not to say,Social Media
3812,2026-01-31,25-34,India,Male,Paid Ads
3813,2025-09-24,45+,USA,Male,Organic Search
3814,2025-10-16,18-24,USA,Female,Organic Search
3815,2026-05-29,25-34,India,Male,Social Media
3816,2025-10-07,25-34,India,Female,Referral
3817,2025-10-02,18-24,India,Female,Organic Search
3818,2026-05-16,25-34,India,Male,Referral
3819,2026-06-04,18-24,India,Male,Social Media
3820,2026-06-04,25-34,USA,Female,Paid Ads
3821,2026-07-04,25-34,USA,Female,Organic Search
3822,2026-07-26,18-24,Canada,Male,Referral
3823,2026-01-12,25-34,USA,Female,Organic Search
3824,2026-02-14,25-34,India,Male,Referral
3825,2025-11-11,35-44,USA,Male,Organic Search
3826,2025-08-21,18-24,Canada,Male,Organic Search
3827,2025-09-01,18-24,UK,Female,Organic Search
3828,2026-04-19,25-34,India,Female,Paid Ads
3829,2026-01-22,18-24,USA,Non-binary,Social Media
3830,2025-11-26,25-34,India,Male,Social Media
3831,2025-09-12,35-44,India,Female,Organic Search
3832,2026-03-24,35-44,India,Female,Social Media
3833,2025-09-02,25-34,UK,Female,Social Media
3834,2026-03-11,18-24,USA,Female,Referral
3835,2026-06-22,25-34,USA,Female,Social Media
3836,2025-11-21,35-44,UK,Male,Referral
3837,2026-01-08,18-24,India,Male,Social Media
3838,2026-03-10,18-24,Canada,Male,Referral
3839,2025-11-16,35-44,India,Male,Social Media
3840,2026-02-26,25-34,India,Male,Referral
3841,2026-02-19,25-34,India,Male,Paid Ads
3842,2025-12-08,25-34,UK,Female,Referral
3843,2025-11-20,35-44,India,Female,Social Media
3844,2025-12-31,35-44,USA,Male,Social Media
3845,2025-07-29,18-24,USA,Female,Organic Search
3846,2025-10-26,35-44,UK,Female,Organic Search
3847,2025-10-17,45+,India,Non-binary,Organic Search
3848,2026-04-24,45+,India,Female,Organic Search
3849,2026-01-03,25-34,USA,Male,Referral
3850,2026-05-31,45+,India,Female,Organic Search
3851,2025-09-15,18-24,USA,Female,Paid Ads
3852,2026-04-22,45+,USA,Male,Organic Search
3853,2026-06-14,25-34,USA,Female,Organic Search
3854,2026-01-13,18-24,USA,Male,Social Media
3855,2025-12-06,25-34,USA,Female,Organic Search
3856,2025-11-16,25-34,India,Male,Social Media
3857,2026-02-14,25-34,USA,Male,Organic Search
3858,2025-09-30,35-44,India,Male,Organic Search
3859,2026-03-07,25-34,India,Male,Organic Search
3860,2026-06-01,25-34,India,Female,Referral
3861,2026-06-07,25-34,Canada,Female,Organic Search
3862,2025-09-17,25-34,Canada,Male,Paid Ads
3863,2026-02-10,18-24,Canada,Female,Social Media
3864,2025-11-01,18-24,Australia,Female,Organic Search
3865,2026-06-17,25-34,India,Female,Paid Ads
3866,2025-08-24,18-24,USA,Male,Organic Search
3867,2025-08-24,25-34,India,Male,Organic Search
3868,2025-08-03,18-24,Canada,Female,Referral
3869,2026-01-29,18-24,India,Male,Organic Search
3870,2025-08-08,35-44,Canada,Male,Organic Search
3871,2026-02-25,18-24,UK,Female,Referral
3872,2025-12-23,25-34,India,Male,Organic Search
3873,2026-02-28,25-34,India,Male,Referral
3874,2026-06-24,25-34,India,Male,Social Media
3875,2026-02-14,45+,UK,Male,Referral
3876,2026-02-11,25-34,India,Male,Paid Ads
3877,2026-07-28,35-44,Australia,Female,Social Media
3878,2026-01-16,18-24,India,Female,Referral
3879,2026-05-07,18-24,Canada,Male,Organic Search
3880,2025-12-08,25-34,India,Female,Organic Search
3881,2025-10-17,35-44,Canada,Female,Referral
3882,2026-05-06,35-44,India,Male,Organic Search
3883,2026-04-22,18-24,India,Female,Social Media
3884,2025-11-11,18-24,India,Male,Referral
3885,2026-01-14,25-34,India,Female,Paid Ads
3886,2026-01-30,25-34,India,Female,Paid Ads
3887,2025-12-20,18-24,India,Female,Social Media
3888,2026-01-27,45+,USA,Male,Organic Search
3889,2026-03-27,25-34,India,Female,Organic Search
3890,2026-06-03,25-34,India,Female,Social Media
3891,2026-05-19,35-44,India,Female,Referral
3892,2026-03-09,25-34,India,Male,Organic Search
3893,2025-09-26,18-24,Canada,Male,Organic Search
3894,2026-02-01,18-24,India,Male,Organic Search
3895,2026-01-07,18-24,India,Male,Referral
3896,2025-10-01,25-34,India,Male,Social Media
3897,2026-07-10,25-34,India,Male,Referral
3898,2026-03-26,35-44,India,Male,Referral
3899,2026-07-17,25-34,USA,Female,Organic Search
3900,2026-04-23,35-44,Australia,Male,Social Media
3901,2026-01-20,25-34,UK,Female,Social Media
3902,2025-12-06,35-44,USA,Female,Organic Search
3903,2025-10-16,25-34,India,Male,Organic Search
3904,2026-01-22,25-34,India,Female,Organic Search
3905,2025-08-20,35-44,UK,Female,Social Media
3906,2025-12-10,45+,Australia,Female,Organic Search
3907,2025-08-12,18-24,USA,Female,Social Media
3908,2025-10-11,25-34,Canada,Female,Referral
3909,2026-06-25,35-44,USA,Female,Social Media
3910,2025-12-07,18-24,USA,Male,Organic Search
3911,2026-01-15,25-34,UK,Male,Social Media
3912,2026-01-10,35-44,India,Female,Organic Search
3913,2025-08-13,25-34,India,Female,Referral
3914,2026-07-21,35-44,India,Female,Organic Search
3915,2025-11-23,45+,USA,Male,Organic Search
3916,2026-04-11,35-44,UK,Female,Referral
3917,2026-02-03,18-24,India,Female,Referral
3918,2026-05-27,25-34,India,Male,Organic Search
3919,2026-05-29,18-24,India,Female,Social Media
3920,2025-11-01,25-34,India,Male,Social Media
3921,2026-02-12,35-44,India,Female,Social Media
3922,2025-09-29,35-44,India,Male,Referral
3923,2026-03-24,35-44,India,Female,Organic Search
3924,2025-12-08,35-44,Canada,Female,Organic Search
3925,2026-03-24,35-44,India,Female,Social Media
3926,2026-05-29,45+,Canada,Female,Social Media
3927,2026-02-02,25-34,India,Male,Referral
3928,2025-12-12,25-34,India,Female,Organic Search
3929,2026-06-25,25-34,India,Male,Referral
3930,2026-02-01,35-44,Australia,Female,Organic Search
3931,2025-12-04,18-24,India,Female,Social Media
3932,2026-06-10,35-44,Canada,Female,Organic Search
3933,2026-01-22,18-24,Canada,Male,Organic Search
3934,2026-01-20,25-34,Canada,Female,Organic Search
3935,2026-03-06,18-24,USA,Female,Referral
3936,2026-01-27,25-34,India,Male,Organic Search
3937,2025-09-16,25-34,USA,Female,Organic Search
3938,2025-09-26,25-34,India,Male,Social Media
3939,2025-08-25,25-34,India,Female,Organic Search
3940,2026-03-20,45+,India,Male,Organic Search
3941,2025-10-13,18-24,India,Male,Social Media
3942,2025-10-04,25-34,India,Male,Social Media
3943,2025-12-07,18-24,USA,Female,Organic Search
3944,2026-04-16,18-24,India,Male,Organic Search
3945,2025-09-09,18-24,UK,Male,Referral
3946,2025-10-20,25-34,Australia,Female,Paid Ads
3947,2026-05-20,18-24,USA,Female,Organic Search
3948,2026-04-17,25-34,India,Male,Social Media
3949,2026-01-20,25-34,India,Female,Referral
3950,2026-01-19,35-44,India,Female,Organic Search
3951,2025-10-13,18-24,India,Female,Social Media
3952,2025-09-25,25-34,India,Male,Organic Search
3953,2026-05-29,25-34,Australia,Male,Organic Search
3954,2025-08-05,18-24,Canada,Female,Referral
3955,2025-08-12,25-34,Australia,Female,Referral
3956,2026-02-22,18-24,UK,Female,Referral
3957,2025-09-24,18-24,USA,Female,Organic Search
3958,2026-03-15,25-34,India,Male,Organic Search
3959,2025-08-11,45+,India,Male,Social Media
3960,2026-02-22,25-34,India,Male,Organic Search
3961,2025-08-17,35-44,India,Male,Paid Ads
3962,2025-10-30,35-44,UK,Male,Paid Ads
3963,2025-10-01,45+,India,Male,Organic Search
3964,2026-07-13,18-24,India,Male,Social Media
3965,2026-03-04,18-24,UK,Non-binary,Social Media
3966,2026-02-19,35-44,India,Male,Organic Search
3967,2025-08-03,18-24,USA,Female,Organic Search
3968,2026-04-17,18-24,Canada,Female,Social Media
3969,2026-03-27,25-34,India,Female,Organic Search
3970,2025-11-08,18-24,India,Female,Paid Ads
3971,2025-08-28,25-34,India,Female,Social Media
3972,2026-01-08,25-34,Canada,Male,Organic Search
3973,2026-07-26,25-34,USA,Prefer not to say,Organic Search
3974,2026-06-10,25-34,India,Male,Social Media
3975,2025-09-28,18-24,Canada,Male,Social Media
3976,2026-05-27,18-24,USA,Female,Referral
3977,2026-03-04,25-34,India,Male,Paid Ads
3978,2026-05-14,35-44,USA,Male,Organic Search
3979,2026-05-24,35-44,India,Male,Social Media
3980,2025-10-02,25-34,India,Female,Social Media
3981,2026-03-26,25-34,India,Male,Referral
3982,2025-11-01,45+,UK,Male,Organic Search
3983,2026-04-19,18-24,India,Male,Social Media
3984,2025-11-30,18-24,India,Male,Referral
3985,2026-01-09,25-34,India,Male,Organic Search
3986,2026-03-01,35-44,India,Female,Organic Search
3987,2025-10-20,25-34,India,Female,Social Media
3988,2025-12-16,25-34,India,Male,Organic Search
3989,2025-09-05,18-24,India,Male,Organic Search
3990,2025-10-10,25-34,Canada,Male,Social Media
3991,2026-06-07,35-44,Australia,Male,Organic Search
3992,2026-01-28,25-34,India,Female,Organic Search
3993,2025-12-28,25-34,India,Female,Social Media
3994,2025-09-20,25-34,India,Non-binary,Social Media
3995,2025-09-01,25-34,India,Male,Social Media
3996,2026-01-18,35-44,UK,Male,Social Media
3997,2026-03-09,25-34,India,Male,Organic Search
3998,2025-08-11,25-34,USA,Female,Paid Ads
3999,2026-05-10,18-24,UK,Female,Referral
4000,2026-01-28,25-34,India,Male,Organic Search
4001,2025-09-09,45+,India,Female,Organic Search
4002,2026-01-20,25-34,India,Female,Organic Search
4003,2025-09-13,35-44,Canada,Female,Organic Search
4004,2026-03-05,25-34,Australia,Female,Social Media
4005,2026-05-26,18-24,USA,Female,Referral
4006,2026-06-21,25-34,USA,Male,Social Media
4007,2026-05-07,25-34,India,Male,Organic Search
4008,2026-03-22,18-24,India,Male,Organic Search
4009,2026-02-04,18-24,India,Male,Referral
4010,2025-12-10,45+,USA,Female,Social Media
4011,2025-08-12,35-44,Australia,Male,Organic Search
4012,2026-02-06,25-34,Australia,Male,Social Media
4013,2025-10-19,45+,USA,Male,Social Media
4014,2026-05-17,25-34,Canada,Female,Organic Search
4015,2026-05-12,18-24,India,Male,Social Media
4016,2025-12-14,18-24,Canada,Female,Organic Search
4017,2026-02-28,45+,Australia,Female,Referral
4018,2026-04-25,18-24,USA,Female,Social Media
4019,2026-05-02,25-34,Canada,Female,Social Media
4020,2026-04-08,18-24,India,Non-binary,Paid Ads
4021,2025-09-01,25-34,India,Female,Paid Ads
4022,2025-09-15,35-44,India,Female,Referral
4023,2026-01-18,45+,Australia,Female,Organic Search
4024,2025-10-21,18-24,UK,Male,Referral
4025,2026-06-07,25-34,India,Female,Social Media
4026,2025-11-08,25-34,India,Male,Organic Search
4027,2026-06-13,18-24,Canada,Male,Organic Search
4028,2025-12-24,25-34,India,Male,Referral
4029,2025-10-05,35-44,India,Male,Social Media
4030,2026-04-13,18-24,USA,Male,Organic Search
4031,2026-05-12,35-44,USA,Female,Referral
4032,2026-02-24,25-34,India,Female,Organic Search
4033,2025-09-09,25-34,India,Female,Social Media
4034,2025-07-30,35-44,USA,Male,Organic Search
4035,2026-03-24,25-34,UK,Male,Referral
4036,2026-04-05,35-44,India,Male,Organic Search
4037,2025-11-20,35-44,USA,Male,Organic Search
4038,2025-12-07,35-44,USA,Female,Organic Search
4039,2025-09-22,25-34,India,Female,Social Media
4040,2026-03-23,35-44,USA,Female,Organic Search
4041,2025-10-28,25-34,Canada,Female,Referral
4042,2026-06-05,18-24,USA,Male,Organic Search
4043,2025-12-30,18-24,USA,Male,Social Media
4044,2025-12-08,18-24,India,Male,Social Media
4045,2025-11-05,18-24,India,Prefer not to say,Organic Search
4046,2026-04-03,35-44,Canada,Male,Social Media
4047,2026-04-30,18-24,India,Female,Referral
4048,2025-12-26,18-24,India,Female,Social Media
4049,2026-05-10,25-34,Canada,Male,Organic Search
4050,2026-01-20,25-34,Australia,Female,Social Media
4051,2025-12-10,25-34,India,Female,Organic Search
4052,2026-02-16,18-24,India,Female,Social Media
4053,2025-10-28,35-44,UK,Male,Referral
4054,2025-11-17,25-34,Canada,Prefer not to say,Referral
4055,2025-12-01,25-34,India,Male,Referral
4056,2026-04-12,35-44,India,Prefer not to say,Organic Search
4057,2026-04-23,18-24,USA,Male,Organic Search
4058,2026-06-05,35-44,India,Male,Paid Ads
4059,2026-03-26,18-24,India,Male,Organic Search
4060,2026-04-27,18-24,India,Male,Organic Search
4061,2026-01-07,18-24,India,Female,Social Media
4062,2026-04-09,18-24,UK,Female,Paid Ads
4063,2025-09-25,25-34,UK,Male,Organic Search
4064,2025-10-14,25-34,UK,Female,Social Media
4065,2025-12-21,45+,UK,Female,Social Media
4066,2025-11-28,25-34,India,Male,Organic Search
4067,2026-02-14,25-34,Australia,Female,Referral
4068,2026-04-09,25-34,Australia,Female,Paid Ads
4069,2026-04-12,25-34,USA,Female,Referral
4070,2025-09-24,18-24,Australia,Male,Social Media
4071,2026-07-16,25-34,Australia,Male,Organic Search
4072,2025-07-29,35-44,India,Male,Organic Search
4073,2025-08-30,18-24,USA,Male,Social Media
4074,2025-09-19,25-34,USA,Male,Social Media
4075,2026-07-01,25-34,India,Female,Organic Search
4076,2026-01-03,25-34,India,Male,Organic Search
4077,2025-08-20,25-34,India,Female,Social Media
4078,2025-10-17,35-44,Canada,Male,Organic Search
4079,2025-08-26,25-34,UK,Male,Social Media
4080,2025-08-10,18-24,India,Male,Social Media
4081,2025-12-15,18-24,USA,Female,Organic Search
4082,2026-07-23,18-24,India,Female,Organic Search
4083,2026-03-09,18-24,India,Male,Referral
4084,2026-02-03,35-44,UK,Female,Social Media
4085,2026-04-14,25-34,India,Female,Organic Search
4086,2026-03-03,18-24,UK,Male,Social Media
4087,2026-07-09,25-34,UK,Male,Referral
4088,2026-05-24,25-34,UK,Male,Organic Search
4089,2026-03-19,18-24,UK,Female,Organic Search
4090,2026-01-04,18-24,Canada,Male,Referral
4091,2025-10-09,35-44,UK,Female,Organic Search
4092,2026-03-25,25-34,UK,Male,Organic Search
4093,2026-05-18,18-24,USA,Male,Organic Search
4094,2025-11-09,25-34,USA,Male,Organic Search
4095,2025-08-09,18-24,India,Non-binary,Referral
4096,2026-03-04,25-34,Canada,Female,Social Media
4097,2026-02-01,25-34,UK,Female,Organic Search
4098,2025-10-20,18-24,India,Female,Organic Search
4099,2025-09-28,25-34,Australia,Female,Paid Ads
4100,2025-08-10,25-34,India,Male,Organic Search
4101,2025-10-23,35-44,Australia,Male,Social Media
4102,2025-07-28,25-34,India,Female,Paid Ads
4103,2025-09-23,18-24,Canada,Male,Social Media
4104,2026-07-27,45+,India,Female,Organic Search
4105,2026-05-09,35-44,India,Prefer not to say,Social Media
4106,2025-12-04,18-24,India,Female,Organic Search
4107,2025-12-19,25-34,Australia,Male,Social Media
4108,2026-02-27,18-24,UK,Male,Organic Search
4109,2026-02-02,18-24,USA,Male,Referral
4110,2026-04-23,18-24,USA,Non-binary,Social Media
4111,2025-08-22,25-34,India,Female,Organic Search
4112,2025-08-30,18-24,USA,Female,Social Media
4113,2025-11-09,35-44,India,Female,Paid Ads
4114,2026-05-27,18-24,USA,Male,Organic Search
4115,2026-06-27,25-34,USA,Male,Organic Search
4116,2025-12-02,18-24,Canada,Male,Paid Ads
4117,2026-07-15,18-24,UK,Male,Referral
4118,2025-11-06,25-34,UK,Non-binary,Social Media
4119,2026-03-06,25-34,Canada,Male,Social Media
4120,2025-10-07,35-44,UK,Male,Organic Search
4121,2026-07-03,25-34,UK,Female,Organic Search
4122,2026-02-23,35-44,USA,Male,Organic Search
4123,2025-10-31,18-24,India,Female,Social Media
4124,2025-12-24,18-24,Canada,Female,Organic Search
4125,2025-09-04,18-24,India,Male,Social Media
4126,2025-08-23,18-24,USA,Female,Organic Search
4127,2025-11-12,25-34,India,Male,Social Media
4128,2026-07-09,18-24,Canada,Female,Organic Search
4129,2026-05-17,35-44,Canada,Female,Referral
4130,2026-07-13,25-34,UK,Male,Social Media
4131,2026-06-13,18-24,Australia,Female,Organic Search
4132,2026-05-21,18-24,India,Female,Paid Ads
4133,2026-02-23,18-24,India,Female,Organic Search
4134,2026-04-08,25-34,India,Male,Social Media
4135,2026-07-16,18-24,UK,Female,Organic Search
4136,2026-02-19,25-34,UK,Female,Social Media
4137,2026-05-05,18-24,USA,Male,Social Media
4138,2026-05-01,25-34,USA,Female,Referral
4139,2026-07-14,35-44,USA,Male,Social Media
4140,2026-01-11,25-34,India,Female,Social Media
4141,2026-01-12,18-24,Australia,Male,Social Media
4142,2026-02-27,18-24,India,Male,Social Media
4143,2025-08-07,18-24,India,Male,Organic Search
4144,2025-09-08,25-34,USA,Female,Organic Search
4145,2025-08-21,18-24,India,Female,Referral
4146,2026-03-16,25-34,USA,Male,Organic Search
4147,2026-07-26,25-34,India,Non-binary,Paid Ads
4148,2026-04-01,25-34,India,Male,Referral
4149,2025-10-20,45+,USA,Prefer not to say,Social Media
4150,2025-11-20,25-34,India,Female,Paid Ads
4151,2026-07-12,18-24,India,Female,Organic Search
4152,2026-02-02,18-24,Canada,Male,Social Media
4153,2025-07-31,25-34,India,Male,Paid Ads
4154,2026-05-28,25-34,USA,Female,Social Media
4155,2025-10-26,35-44,India,Male,Organic Search
4156,2025-08-31,18-24,India,Male,Referral
4157,2026-03-31,18-24,Australia,Male,Social Media
4158,2026-05-24,35-44,USA,Female,Organic Search
4159,2025-08-24,25-34,India,Female,Social Media
4160,2026-07-03,35-44,Canada,Female,Organic Search
4161,2026-01-18,18-24,Canada,Female,Referral
4162,2025-12-04,35-44,India,Male,Referral
4163,2026-06-20,18-24,Canada,Male,Organic Search
4164,2025-11-03,25-34,Canada,Female,Paid Ads
4165,2026-07-09,25-34,India,Male,Organic Search
4166,2026-04-04,25-34,India,Non-binary,Social Media
4167,2026-06-26,25-34,India,Male,Social Media
4168,2026-01-26,35-44,India,Male,Organic Search
4169,2025-10-09,35-44,Australia,Male,Organic Search
4170,2026-04-23,35-44,India,Male,Social Media
4171,2026-06-12,35-44,USA,Female,Social Media
4172,2025-10-11,25-34,India,Female,Referral
4173,2025-10-10,25-34,India,Male,Organic Search
4174,2025-10-27,25-34,USA,Female,Organic Search
4175,2026-03-11,25-34,UK,Female,Social Media
4176,2025-09-23,25-34,India,Female,Organic Search
4177,2025-09-05,25-34,USA,Female,Referral
4178,2026-06-29,18-24,India,Female,Social Media
4179,2026-04-01,25-34,Canada,Female,Referral
4180,2026-03-27,18-24,USA,Male,Paid Ads
4181,2026-03-09,18-24,Canada,Female,Organic Search
4182,2026-05-03,35-44,USA,Female,Referral
4183,2026-02-11,18-24,India,Non-binary,Social Media
4184,2025-08-12,18-24,Australia,Female,Organic Search
4185,2026-01-20,18-24,India,Male,Organic Search
4186,2026-03-12,18-24,Australia,Male,Social Media
4187,2026-01-24,25-34,USA,Male,Organic Search
4188,2026-07-23,25-34,UK,Male,Social Media
4189,2026-06-21,35-44,USA,Male,Social Media
4190,2026-06-10,25-34,Australia,Male,Organic Search
4191,2026-01-23,18-24,Australia,Male,Social Media
4192,2026-07-23,25-34,Canada,Female,Paid Ads
4193,2026-06-28,18-24,UK,Male,Organic Search
4194,2025-11-07,35-44,India,Male,Social Media
4195,2025-10-17,35-44,India,Female,Organic Search
4196,2026-02-24,35-44,India,Female,Organic Search
4197,2025-08-16,35-44,UK,Male,Referral
4198,2026-05-16,18-24,India,Female,Referral
4199,2026-01-19,25-34,Australia,Male,Organic Search
4200,2026-02-10,18-24,Canada,Male,Organic Search
4201,2026-01-27,18-24,USA,Male,Referral
4202,2025-12-19,35-44,India,Male,Social Media
4203,2026-04-05,45+,Canada,Male,Social Media
4204,2025-09-29,25-34,India,Male,Social Media
4205,2026-07-20,25-34,Australia,Female,Referral
4206,2026-04-09,25-34,India,Male,Organic Search
4207,2026-01-12,25-34,USA,Female,Organic Search
4208,2026-04-06,25-34,Australia,Female,Referral
4209,2025-08-01,35-44,India,Female,Organic Search
4210,2025-10-13,18-24,India,Female,Referral
4211,2026-02-25,18-24,Canada,Female,Organic Search
4212,2025-11-24,25-34,India,Male,Organic Search
4213,2026-03-09,25-34,India,Male,Paid Ads
4214,2025-10-31,18-24,UK,Prefer not to say,Organic Search
4215,2026-02-13,25-34,UK,Female,Organic Search
4216,2025-10-22,18-24,Canada,Male,Social Media
4217,2026-01-16,25-34,USA,Female,Referral
4218,2026-03-09,25-34,India,Male,Paid Ads
4219,2025-12-08,35-44,India,Female,Paid Ads
4220,2026-01-26,35-44,India,Male,Social Media
4221,2025-10-13,35-44,Canada,Male,Paid Ads
4222,2026-04-10,25-34,India,Male,Organic Search
4223,2025-12-11,25-34,USA,Female,Organic Search
4224,2026-06-05,18-24,India,Male,Paid Ads
4225,2025-11-07,35-44,UK,Male,Social Media
4226,2025-10-01,35-44,India,Female,Organic Search
4227,2025-09-13,25-34,India,Male,Social Media
4228,2026-02-23,18-24,India,Male,Social Media
4229,2025-10-19,45+,Australia,Female,Paid Ads
4230,2025-09-02,25-34,India,Non-binary,Organic Search
4231,2025-11-03,18-24,Australia,Female,Social Media
4232,2025-10-22,35-44,India,Male,Organic Search
4233,2026-01-02,18-24,India,Male,Organic Search
4234,2025-12-14,18-24,India,Female,Organic Search
4235,2025-09-19,25-34,India,Male,Organic Search
4236,2026-07-14,35-44,USA,Female,Organic Search
4237,2025-09-20,35-44,India,Female,Social Media
4238,2026-05-18,25-34,USA,Female,Referral
4239,2025-09-30,18-24,India,Male,Referral
4240,2026-01-26,45+,India,Prefer not to say,Organic Search
4241,2026-07-27,18-24,India,Female,Social Media
4242,2026-06-03,18-24,UK,Male,Organic Search
4243,2026-02-02,25-34,India,Male,Referral
4244,2026-04-17,45+,USA,Male,Organic Search
4245,2026-05-11,18-24,India,Male,Social Media
4246,2025-11-14,18-24,UK,Female,Referral
4247,2026-02-18,18-24,India,Male,Referral
4248,2026-02-20,35-44,India,Male,Organic Search
4249,2025-12-20,25-34,India,Female,Paid Ads
4250,2026-04-06,25-34,USA,Male,Social Media
4251,2025-08-18,25-34,India,Male,Paid Ads
4252,2026-05-21,25-34,UK,Female,Referral
4253,2026-01-18,25-34,USA,Female,Referral
4254,2026-03-15,25-34,India,Male,Organic Search
4255,2026-01-08,35-44,India,Male,Organic Search
4256,2025-11-27,45+,USA,Non-binary,Referral
4257,2025-12-07,18-24,USA,Female,Organic Search
4258,2026-02-18,18-24,Australia,Female,Social Media
4259,2026-07-04,25-34,USA,Female,Organic Search
4260,2025-10-30,25-34,USA,Female,Paid Ads
4261,2025-08-04,45+,India,Female,Referral
4262,2025-09-10,45+,India,Female,Organic Search
4263,2026-06-10,25-34,USA,Male,Organic Search
4264,2026-07-15,18-24,India,Non-binary,Social Media
4265,2025-10-08,25-34,USA,Male,Social Media
4266,2026-02-23,35-44,Canada,Male,Social Media
4267,2026-03-22,25-34,India,Male,Social Media
4268,2025-09-29,18-24,India,Male,Social Media
4269,2026-05-09,25-34,Australia,Female,Social Media
4270,2025-12-04,18-24,USA,Non-binary,Organic Search
4271,2026-03-31,18-24,India,Female,Organic Search
4272,2026-01-22,35-44,India,Male,Organic Search
4273,2026-04-23,25-34,Canada,Male,Organic Search
4274,2026-06-18,25-34,India,Female,Organic Search
4275,2025-12-14,18-24,India,Male,Organic Search
4276,2025-11-09,18-24,Australia,Female,Organic Search
4277,2026-03-16,35-44,India,Female,Organic Search
4278,2025-09-19,25-34,India,Male,Referral
4279,2025-09-27,25-34,USA,Male,Organic Search
4280,2026-05-19,35-44,India,Female,Social Media
4281,2025-11-28,18-24,India,Female,Organic Search
4282,2026-03-16,25-34,India,Male,Paid Ads
4283,2026-02-22,18-24,USA,Female,Paid Ads
4284,2026-06-03,25-34,UK,Prefer not to say,Social Media
4285,2025-08-23,45+,India,Female,Referral
4286,2025-09-25,18-24,USA,Female,Social Media
4287,2025-10-19,18-24,India,Female,Organic Search
4288,2025-11-20,25-34,Canada,Female,Referral
4289,2025-11-11,18-24,India,Female,Organic Search
4290,2025-11-02,25-34,India,Male,Social Media
4291,2026-03-20,18-24,India,Male,Organic Search
4292,2025-11-04,18-24,UK,Female,Organic Search
